unom,Наименование,Количество обращений
2116255,"Засоры, засор на дворовой сети",1
2116263,Отсутствуют актуальные мгновенные значения,8
2116263,Изменение конфигурации УСПД,5
2116264,Изменение конфигурации УСПД,11
2116264,Низкий уровень сигнала GSM,5
2116266,"Колодцы, люк расколот",1
2116266,"Утечка воды из колодца, прочее",1
2116269,Изменение конфигурации УСПД,45
2116269,Нет питания УСПД,8
2116270,Отсутствуют актуальные мгновенные значения,9
2116270,Температура ГВС ниже нормы,7
2116271,Низкий уровень сигнала GSM,55
2116271,Отклонение ГВС ниже нормы днем (мониторинг),38
2116272,Открыт колодец на газоне,2
2116272,Открыт колодец,1
2116273,Температура ГВС ниже нормы,6
2116273,Отсутствуют актуальные мгновенные значения,4
2116275,Температура ГВС ниже нормы,26
2116275,Низкий уровень сигнала GSM,21
2116278,"Колодцы, люк занижен",1
2116281,Отсутствуют актуальные суточные значения,8
2116281,Отсутствуют актуальные мгновенные значения,4
2116285,Низкий уровень сигнала GSM,17
2116285,Отсутствуют актуальные суточные значения,12
2116286,"Утечка воды из земли, прочее",2
2116300,"Колодцы, хлопает крышка",1
2116300,Открыт колодец на газоне,1
2116305,"Колодцы, люк занижен",2
2116311,"Колодцы, хлопает крышка",2
2116311,Открыт колодец,1
2116315,"Засоры, засор на дворовой сети",1
2116316,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),25
2116316,P1 <= 0,24
2116319,Открыт колодец на газоне,2
2116319,Открыт колодец,1
2116320,Отсутствует циркуляция ГВС,21
2116320,Отсутствуют актуальные суточные значения,19
2116321,Нет питания УСПД,16
2116321,Отсутствуют актуальные мгновенные значения,8
2116322,Пожар; Задымление,1
2116323,Отсутствуют актуальные мгновенные значения,27
2116323,Нет питания УСПД,11
2116324,Низкий уровень сигнала GSM,40
2116324,Отсутствуют актуальные мгновенные значения,18
2116329,"Засоры, засор на дворовой сети",1
2116330,Низкий уровень сигнала GSM,18
2116330,Отсутствуют актуальные суточные значения,8
2116332,Низкий уровень сигнала GSM,17
2116332,P2 <= 0,13
2116333,Отсутствует циркуляция ГВС,26
2116333,Отсутствуют актуальные мгновенные значения,19
2116334,Открыт колодец на газоне,6
2116334,Открыт колодец,1
2116336,Пожар,8
2116336,"Гул (шум, вибрация) от газопровода",1
2116338,"Засоры, засор на дворовой сети",5
2116344,"Засоры, засор на дворовой сети",4
2116344,Открыт колодец,1
2116345,Температура ГВС ниже нормы,12
2116345,Отсутствует циркуляция ГВС,9
2116346,Отсутствует циркуляция ГВС,48
2116346,Отсутствуют актуальные мгновенные значения,18
2116347,Запах газа в подъезде,2
2116347,Запах газа в квартире,1
2119629,"Колодцы, люк занижен",1
2119651,"Утечка воды из колодца, прочее",2
2119651,"Утечка воды из колодца, поступает на проезжую часть",1
2121716,Угроза взрыва,1
2121717,Запах газа от колонки,3
2121717,Запах газа в квартире,1
2121718,"Колодцы, разрушен асфальт вокруг колодца",1
2121722,"Колодцы, люк занижен",1
2121722,Угроза взрыва,1
2121742,"Засоры, засор на дворовой сети",1
2121744,"Колодцы, люк занижен",1
2121750,"Засоры, засор на дворовой сети",6
2121753,Открыт колодец на газоне,2
2121753,"Восстановление трубопровода, работа по графику",1
2121763,"Нарушение подачи воды, слабое давление",1
2121769,Отсутствуют актуальные суточные значения,4
2121769,Запах газа в кухне,3
2121773,"Засоры, засор на дворовой сети",1
2121773,"Колодцы, разрушен асфальт вокруг колодца",1
2121775,Нет питания УСПД,55
2121775,Отсутствуют актуальные мгновенные значения,18
2121776,"Колодцы, люк занижен",1
2121777,"Утечка воды из колодца, поступает в канализацию/водосток",1
2121779,"Колодцы, люк занижен",1
2121780,Открыт колодец,4
2121782,"Засоры, засор на дворовой сети",1
2121783,"Подтопление, вода поступает в котлован строителей",2
2121783,"Подтопление, прочее",2
2121784,"Колодцы, люк занижен",2
2121784,Открыт колодец,2
2121794,Открыт колодец,1
2121795,Низкий уровень сигнала GSM,20
2121795,Температура ГВС ниже нормы,20
2121801,"Засоры, засор на дворовой сети",1
2121802,Отсутствуют актуальные суточные значения,98
2121802,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),10
2121806,"Засоры, засор на дворовой сети",4
2121809,Запах газа на улице,1
2121812,Нет питания УСПД,7
2121812,Низкий уровень сигнала GSM,5
2121813,Нет питания УСПД,35
2121813,Отсутствуют актуальные мгновенные значения,27
2121814,Отсутствуют актуальные мгновенные значения,47
2121814,Нет связи с УСПД,16
2121815,Температура ГВС ниже нормы,134
2121815,T1 > max,19
2121817,"Колодцы, прочее",1
2121819,"Нарушение подачи воды, нет воды в здании",1
2121825,Открыт колодец на газоне,6
2121825,Открыт колодец,3
2121830,"Колодцы, люк занижен",1
2121833,Занижен ковер,1
2121833,"Колодцы, люк занижен",1
2121837,Отсутствуют актуальные суточные значения,86
2121837,Низкий уровень сигнала GSM,31
2121842,"Колодцы, разрушен асфальт вокруг колодца",1
2121843,"Засоры, засор на дворовой сети",10
2121845,Подтопление строений,2
2121845,"Подтопление, прочее",2
2121847,"Колодцы, люк занижен",1
2121851,"Засоры, засор на дворовой сети",2
2121913,"Нарушение подачи воды, нет воды в здании",1
2121919,"Утечка воды из колодца, поступает в канализацию/водосток",1
2121921,Открыт колодец на проезжей части,2
2121923,Подтопление строений,1
2121926,Открыт колодец на газоне,2
2121926,"Колодцы, разрушен асфальт вокруг колодца",1
2121927,"Колодцы, люк занижен",2
2121927,"Колодцы, хлопает крышка",1
2121931,Открыт колодец на газоне,2
2121931,Открыт колодец,1
2121932,"Колодцы, люк занижен",2
2121933,"Нарушение подачи воды, нет воды в здании",1
2121945,Открыт колодец на газоне,2
2121945,"Колодцы, люк занижен",1
2121949,Подтопление строений,2
2121951,"Засоры, засор на дворовой сети",1
2121954,Задымление,1
2121955,"Засоры, засор на дворовой сети",1
2121956,"Колодцы, люк занижен",2
2121956,"Колодцы, провал колодца",2
2121957,Нет питания УСПД,4
2121957,T1 > max,2
2121971,Открыт колодец,1
2121973,Качество воды - мутная вода,1
2121982,Отсутствует циркуляция ГВС,8
2121982,Отсутствуют актуальные суточные значения,6
2121984,"Засоры, засор на дворовой сети",2
2121996,"Колодцы, люк занижен",1
2121999,"Засоры, засор на дворовой сети",3
2121999,"Нарушение подачи воды, не работает водопроводная колонка",1
2122001,Открыт колодец,2
2122001,"Колодцы, разрушен асфальт вокруг колодца",1
2122007,"Подтопление, прочее",2
2122008,"Утечка воды из земли, прочее",2
2122008,Прорыв теплосети (водопровода),1
2122009,Подтопление строений,2
2122009,"Засоры, засор на дворовой сети",1
2122010,"Колодцы, хлопает крышка",2
2122013,Подтопление строений,2
2122013,"Нарушение подачи воды, нет воды в здании",1
2122017,"Колодцы, разрушен асфальт вокруг колодца",2
2122023,Подтопление строений,5
2122023,"Засоры, засор на дворовой сети",1
2122025,"Засоры, засор на дворовой сети",4
2122025,Подтопление строений,4
2122026,"Восстановление трубопровода, работа по графику",1
2122026,"Колодцы, прочее",1
2122028,"Утечка воды из колодца, прочее",2
2122028,Провал на газоне,1
2122034,"Засоры, засор на дворовой сети",1
2122039,"Засоры, засор на дворовой сети",1
2122042,Открыт колодец,2
2122043,Запах газа на улице,1
2122043,"Засоры, засор на дворовой сети",1
2122044,"Колодцы, люк занижен",5
2122044,"Подтопление, течь трубопровода на водомерном узле",1
2122045,Открыт колодец на газоне,4
2122045,"Засоры, засор на дворовой сети",1
2122047,Отсутствуют актуальные суточные значения,105
2122047,Низкий уровень сигнала GSM,10
2122051,"Подтопление, течь трубопровода на водомерном узле",1
2122068,"Колодцы, люк занижен",2
2122103,"Засоры, засор на дворовой сети",1
2122104,"Утечка воды из земли, прочее",2
2122104,Прорыв теплосети (водопровода),1
2122105,"Нарушение подачи воды, нет воды в здании",1
2122108,"Засоры, засор на дворовой сети",4
2122112,"Колодцы, провал колодца",2
2122112,Подтопление строений,2
2122114,Подтопление строений,2
2122114,"Засоры, засор на дворовой сети",1
2122116,"Засоры, засор на дворовой сети",2
2122116,Подтопление строений,2
2122117,Открыт колодец,4
2122117,"Колодцы, люк занижен",2
2122122,"Колодцы, провал колодца",2
2122140,"Подтопление, течь трубопровода на водомерном узле",1
2122141,Отсутствуют актуальные суточные значения,12
2122141,Низкий уровень сигнала GSM,9
2122147,Провал на газоне,2
2122147,"Засоры, засор на дворовой сети",1
2122148,"Засоры, засор на дворовой сети",6
2122148,Засор на городской сети,1
2122149,Отсутствуют актуальные суточные значения,8
2122149,Отсутствует циркуляция ГВС,5
2122154,Открыт колодец,1
2122158,"Засоры, засор на дворовой сети",1
2122161,"Засоры, засор на дворовой сети",1
2122161,"Нарушение подачи воды, прочее",1
2122163,"Нарушение подачи воды, нет воды в здании",3
2122170,"Засоры, засор на дворовой сети",1
2122171,"Нарушение подачи воды, нет воды в здании",1
2122175,"Нарушение подачи воды, нет воды в здании",1
2122176,Отсутствуют актуальные суточные значения,12
2122176,Низкий уровень сигнала GSM,7
2122177,Пожар,1
2122178,Нет питания УСПД,114
2122178,Отсутствуют актуальные мгновенные значения,27
2122179,Изменение канала связи,115
2122179,Отсутствуют актуальные мгновенные значения,34
2122180,Низкий уровень сигнала GSM,22
2122180,Отсутствуют актуальные мгновенные значения,22
2122181,"Засоры, засор на дворовой сети",1
2122182,Температура ГВС ниже нормы,75
2122182,Отсутствуют актуальные мгновенные значения,22
2122183,Отклонение ГВС ниже нормы днем (мониторинг),24
2122183,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),19
2122184,Температура ГВС ниже нормы,46
2122184,Отсутствуют актуальные мгновенные значения,36
2122185,Отсутствуют актуальные мгновенные значения,18
2122185,Отсутствуют актуальные суточные значения,17
2122186,Температура ГВС ниже нормы,72
2122186,Отсутствуют актуальные мгновенные значения,26
2122187,Отсутствуют актуальные суточные значения,23
2122187,Отсутствуют актуальные мгновенные значения,15
2122188,Отсутствуют актуальные мгновенные значения,16
2122188,Отсутствуют актуальные суточные значения,15
2122189,Отсутствуют актуальные мгновенные значения,18
2122189,Отсутствуют актуальные суточные значения,18
2122190,Низкий уровень сигнала GSM,21
2122190,Отклонение ГВС ниже нормы днем (мониторинг),17
2122191,Отклонение ГВС ниже нормы днем (мониторинг),20
2122191,Температура ГВС ниже нормы,20
2122192,Температура ГВС ниже нормы,62
2122192,P1 <= 0,13
2122193,Отсутствуют актуальные мгновенные значения,24
2122193,Нет связи с УСПД,14
2122196,Отсутствуют актуальные суточные значения,24
2122196,Отклонение ГВС ниже нормы днем (мониторинг),7
2122197,Низкий уровень сигнала GSM,27
2122197,Отсутствует циркуляция ГВС,25
2122198,Низкий уровень сигнала GSM,29
2122198,Отклонение ГВС ниже нормы днем (мониторинг),23
2122200,Низкий уровень сигнала GSM,28
2122200,Температура ГВС ниже нормы,22
2122201,"Засоры, засор на дворовой сети",1
2122202,Температура ГВС ниже нормы,52
2122202,Отсутствуют актуальные суточные значения,37
2122203,Низкий уровень сигнала GSM,36
2122203,Отклонение ГВС ниже нормы днем (мониторинг),21
2122204,Отсутствуют актуальные суточные значения,142
2122204,Температура ГВС ниже нормы,76
2122205,"Нарушение подачи воды, не работает водопроводная колонка",5
2122205,"Засоры, засор на дворовой сети",1
2122207,Температура ГВС ниже нормы,5
2122207,Нет питания УСПД,4
2122208,Температура ГВС ниже нормы,63
2122208,Отклонение ГВС ниже нормы днем (мониторинг),6
2122209,Отклонение ГВС ниже нормы днем (мониторинг),20
2122209,Отсутствуют актуальные мгновенные значения,14
2122210,Запах газа на улице,1
2122211,Температура ГВС ниже нормы,48
2122211,Отклонение ГВС ниже нормы днем (мониторинг),20
2122212,Температура ГВС ниже нормы,141
2122212,Отсутствуют актуальные мгновенные значения,18
2122215,Низкий уровень сигнала GSM,27
2122215,Температура ГВС ниже нормы,26
2122216,Температура ГВС ниже нормы,12
2122216,Отсутствуют актуальные мгновенные значения,8
2122217,Нет связи с УСПД,8
2122217,Отсутствуют актуальные мгновенные значения,8
2122218,Нет связи с ПУ,67
2122218,Отсутствуют актуальные мгновенные значения,26
2122225,Температура ГВС ниже нормы,38
2122225,Отсутствуют актуальные мгновенные значения,20
2122226,"Колодцы, нет люка и крышки",1
2122227,Отклонение ГВС ниже нормы днем (мониторинг),33
2122227,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),8
2122228,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),24
2122228,Отсутствуют актуальные суточные значения,11
2122229,Температура ГВС ниже нормы,50
2122229,Отсутствуют актуальные мгновенные значения,16
2122230,Нет питания УСПД,116
2122230,Нет связи с ПУ,100
2122231,Отклонение ГВС ниже нормы днем (мониторинг),25
2122231,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),23
2122232,Температура ГВС ниже нормы,72
2122232,Отклонение ГВС ниже нормы днем (мониторинг),23
2122233,Отклонение ГВС ниже нормы днем (мониторинг),34
2122233,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),22
2122234,Отклонение ГВС ниже нормы днем (мониторинг),27
2122234,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),11
2122235,Отсутствуют актуальные суточные значения,20
2122235,Отклонение ГВС ниже нормы днем (мониторинг),16
2122236,Отсутствуют актуальные мгновенные значения,54
2122236,Нет связи с УСПД,27
2122237,Отсутствуют актуальные мгновенные значения,132
2122237,Температура ГВС ниже нормы,32
2122238,Температура ГВС ниже нормы,95
2122238,Отсутствуют актуальные мгновенные значения,14
2122239,Температура ГВС ниже нормы,41
2122239,Отклонение ГВС ниже нормы днем (мониторинг),25
2122240,Отсутствуют актуальные мгновенные значения,9
2122240,Отсутствуют актуальные суточные значения,6
2122241,Отсутствуют актуальные мгновенные значения,24
2122241,Низкий уровень сигнала GSM,23
2122242,Отклонение ГВС ниже нормы днем (мониторинг),26
2122242,Отсутствуют актуальные суточные значения,14
2122243,Температура ГВС ниже нормы,39
2122243,Отклонение ГВС ниже нормы днем (мониторинг),19
2122244,Температура ГВС ниже нормы,191
2122244,Отсутствуют актуальные мгновенные значения,36
2122245,Температура ГВС ниже нормы,83
2122245,Отклонение ГВС ниже нормы днем (мониторинг),22
2122247,Температура ГВС ниже нормы,42
2122247,Низкий уровень сигнала GSM,31
2122248,Температура ГВС ниже нормы,80
2122248,Отклонение ГВС ниже нормы днем (мониторинг),19
2122249,Температура ГВС ниже нормы,45
2122249,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),16
2122250,Отсутствуют актуальные мгновенные значения,60
2122250,Отсутствуют актуальные суточные значения,36
2122251,Отклонение ГВС ниже нормы днем (мониторинг),31
2122251,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),24
2122252,Температура ГВС ниже нормы,26
2122252,Отсутствуют актуальные мгновенные значения,18
2122253,Отклонение ГВС ниже нормы днем (мониторинг),30
2122253,Низкий уровень сигнала GSM,25
2122254,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),19
2122254,Низкий уровень сигнала GSM,17
2122255,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),26
2122255,Отклонение ГВС ниже нормы днем (мониторинг),26
2122256,Отсутствуют актуальные мгновенные значения,110
2122256,Нет питания УСПД,81
2122257,Запах газа на улице,1
2122258,"Колодцы, люк занижен",1
2122260,Отсутствуют актуальные суточные значения,18
2122260,Отсутствуют актуальные мгновенные значения,16
2122265,"Засоры, засор на дворовой сети",4
2122266,"Колодцы, люк занижен",2
2122266,"Нарушение подачи воды, нет воды в здании",1
2122268,Нет питания УСПД,16
2122268,Отсутствуют актуальные суточные значения,16
2122269,Отсутствуют актуальные мгновенные значения,1
2122269,Отсутствуют актуальные суточные значения,1
2122270,"Засоры, засор на дворовой сети",3
2122273,"Нарушение подачи воды, слабое давление",1
2122275,Отсутствуют актуальные суточные значения,14
2122275,Температура ГВС ниже нормы,9
2122277,"Колодцы, люк занижен",1
2122280,"Засоры, засор на дворовой сети",2
2122281,Отсутствуют актуальные мгновенные значения,10
2122281,Температура ГВС ниже нормы,9
2122282,Отсутствуют актуальные мгновенные значения,2
2122282,"Колодцы, люк занижен",1
2122293,"Утечка воды из колодца, поступает на проезжую часть",3
2122293,Подтопление строений,2
2122296,Низкий уровень сигнала GSM,19
2122296,Отсутствуют актуальные мгновенные значения,5
2122299,Нет связи с ПУ,2
2122299,Температура ГВС ниже нормы,2
2122301,Отсутствуют актуальные суточные значения,5
2122301,Нет питания УСПД,3
2122302,Открыт колодец на газоне,2
2122302,Открыт колодец,1
2122303,Отсутствуют актуальные суточные значения,31
2122303,Низкий уровень сигнала GSM,25
2122304,Отсутствуют актуальные мгновенные значения,20
2122304,Низкий уровень сигнала GSM,19
2122305,Отсутствуют актуальные суточные значения,2
2122305,Аномальное значение температуры в подающем трубопроводе,1
2122309,Провал на проезжей части,2
2122312,Низкий уровень сигнала GSM,11
2122312,Нет питания УСПД,5
2122316,"Засоры, засор на дворовой сети",2
2122316,Подтопление канала теплосети,2
2122317,Отклонение ГВС ниже нормы днем (мониторинг),16
2122317,Отклонение ГВС ниже нормы ночью (мониторинг),13
2122318,Отсутствует циркуляция ГВС,29
2122318,Низкий уровень сигнала GSM,25
2122319,T1 > max,10
2122319,Изменение конфигурации УСПД,6
2122320,Отсутствуют актуальные суточные значения,7
2122320,Отсутствуют актуальные мгновенные значения,6
2122322,Отклонение ГВС ниже нормы днем (мониторинг),27
2122322,Низкий уровень сигнала GSM,19
2122323,Низкий уровень сигнала GSM,18
2122323,Отсутствуют актуальные мгновенные значения,18
2122325,Отсутствует циркуляция ГВС,31
2122325,Отсутствуют актуальные суточные значения,17
2122326,Отсутствует циркуляция ГВС,35
2122326,Отсутствуют актуальные мгновенные значения,16
2122328,Отсутствуют актуальные суточные значения,13
2122328,Нет питания УСПД,11
2122329,Низкий уровень сигнала GSM,18
2122329,Отклонение ГВС ниже нормы днем (мониторинг),6
2122330,Нет связи с ПУ,16
2122330,Низкий уровень сигнала GSM,14
2122331,Отсутствуют актуальные мгновенные значения,73
2122331,Нет связи с ПУ,57
2122332,Отклонение ГВС ниже нормы днем (мониторинг),29
2122332,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),10
2122333,Нет питания УСПД,41
2122333,Отсутствуют актуальные мгновенные значения,30
2122334,Отсутствуют актуальные мгновенные значения,28
2122334,Отсутствует циркуляция ГВС,20
2122336,Отсутствует циркуляция ГВС,43
2122336,Низкий уровень сигнала GSM,28
2122337,Отсутствуют актуальные мгновенные значения,8
2122337,Низкий уровень сигнала GSM,7
2122338,Отсутствуют актуальные мгновенные значения,36
2122338,Отсутствуют актуальные суточные значения,8
2122339,Отсутствуют актуальные мгновенные значения,16
2122339,T1 > max,7
2122340,Низкий уровень сигнала GSM,20
2122340,Изменение конфигурации УСПД,5
2122341,Низкий уровень сигнала GSM,15
2122341,Отсутствуют актуальные суточные значения,15
2122342,Отклонение ГВС ниже нормы днем (мониторинг),8
2122342,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),7
2122343,Отклонение ГВС ниже нормы днем (мониторинг),28
2122343,Низкий уровень сигнала GSM,5
2122344,Температура ГВС ниже нормы,10
2122344,Нет питания УСПД,7
2122345,Отсутствуют актуальные мгновенные значения,49
2122345,Нет связи с УСПД,25
2122346,Отклонение ГВС ниже нормы днем (мониторинг),26
2122346,Низкий уровень сигнала GSM,12
2122350,Низкий уровень сигнала GSM,24
2122350,Отсутствуют актуальные мгновенные значения,14
2122351,Температура ГВС ниже нормы,77
2122351,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),12
2122352,Отсутствуют актуальные мгновенные значения,7
2122352,Отсутствуют актуальные суточные значения,7
2122353,Отсутствует циркуляция ГВС,42
2122353,Низкий уровень сигнала GSM,13
2122354,Температура ГВС ниже нормы,10
2122354,Отсутствуют актуальные мгновенные значения,8
2122355,Температура ГВС ниже нормы,22
2122355,Низкий уровень сигнала GSM,12
2122357,Отсутствуют актуальные мгновенные значения,28
2122357,Отсутствует циркуляция ГВС,18
2122358,Отсутствуют актуальные суточные значения,21
2122358,Температура ГВС ниже нормы,11
2122359,Отсутствует циркуляция ГВС,33
2122359,Отсутствуют актуальные суточные значения,11
2122360,Отсутствуют актуальные мгновенные значения,19
2122360,Отсутствует циркуляция ГВС,11
2122361,Низкий уровень сигнала GSM,32
2122361,Отсутствуют актуальные суточные значения,16
2122362,Низкий уровень сигнала GSM,32
2122362,Температура ГВС ниже нормы,9
2122363,Отсутствуют актуальные мгновенные значения,18
2122363,Отсутствуют актуальные суточные значения,9
2122364,Температура ГВС ниже нормы,8
2122364,Отсутствуют актуальные суточные значения,5
2122365,Отсутствуют актуальные мгновенные значения,16
2122365,Температура ГВС ниже нормы,16
2122366,Отсутствуют актуальные суточные значения,12
2122366,Отсутствуют актуальные мгновенные значения,4
2122367,Отклонение ГВС ниже нормы днем (мониторинг),36
2122367,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),16
2122369,Отсутствует циркуляция ГВС,23
2122369,Температура ГВС ниже нормы,12
2122370,Отсутствует циркуляция ГВС,15
2122370,Отсутствуют актуальные суточные значения,11
2122371,Отсутствуют актуальные мгновенные значения,100
2122371,Нет связи с УСПД,43
2122372,Критичное отклонение температуры ГВС ниже нормы днем (мониторинг),20
2122372,Критичное отклонение температуры ГВС ниже нормы ночью (мониторинг),17
2122373,Отсутствуют актуальные суточные значения,12
2122373,Нет связи с УСПД,10
2122374,Низкий уровень сигнала GSM,4
2122374,Отсутствуют актуальные мгновенные значения,4
2122375,Отклонение ГВС ниже нормы днем (мониторинг),32
2122375,Отсутствует циркуляция ГВС,28
2122376,Отсутствует циркуляция ГВС,30
2122376,Отсутствуют актуальные мгновенные значения,18
2122377,Отсутствуют актуальные мгновенные значения,16
2122377,T1 > max,15
2122378,"Колодцы, люк занижен",1
2122379,Отсутствуют актуальные суточные значения,13
2122379,Отсутствуют актуальные мгновенные значения,10
2122380,Низкий уровень сигнала GSM,19
2122380,Нет питания УСПД,5
2122382,Отсутствуют актуальные мгновенные значения,57
2122382,Нет питания УСПД,50
2122387,Подтопление строений,2
2122390,Отсутствуют актуальные мгновенные значения,10
2122390,Отсутствует циркуляция ГВС,9
2122391,Низкий уровень сигнала GSM,23
2122391,Отсутствуют актуальные мгновенные значения,4
2122392,Низкий уровень сигнала GSM,22
2122392,Отсутствуют актуальные суточные значения,16
2122393,Отсутствуют актуальные мгновенные значения,16
2122393,Отсутствуют актуальные суточные значения,16
2122394,Низкий уровень сигнала GSM,16
2122394,Отсутствуют актуальные суточные значения,14
2122395,Отсутствуют актуальные мгновенные значения,188
2122395,Низкий уровень сигнала GSM,13
2122396,Отсутствуют актуальные мгновенные значения,36
2122396,Отсутствует циркуляция ГВС,12
2122397,Нет питания УСПД,4
2122397,Изменение конфигурации УСПД,3
2122398,Низкий уровень сигнала GSM,16
2122398,Отсутствуют актуальные мгновенные значения,10
2122399,T1 > max,69
2122399,Температура ГВС ниже нормы,16
2122401,Температура ГВС ниже нормы,8
2122401,Отсутствует циркуляция ГВС,4
2122403,Запах газа на улице,1
2122403,"Колодцы, люк занижен",1
2122404,Отсутствуют актуальные суточные значения,18
2122404,Отсутствуют актуальные мгновенные значения,6
2122405,Нет питания УСПД,722
2122405,Отсутствуют актуальные мгновенные значения,29
2122406,Отсутствуют актуальные суточные значения,7
2122406,Изменение конфигурации УСПД,6
2122408,Нет питания УСПД,6
2122408,Изменение конфигурации УСПД,5
2122409,Температура ГВС ниже нормы,18
2122409,Низкий уровень сигнала GSM,15
2122410,Отклонение ГВС ниже нормы днем (мониторинг),18
2122410,Отсутствуют актуальные мгновенные значения,12
2122412,"Засоры, засор на дворовой сети",1
2122455,"Подтопление, течь задвижки на водомерном узле",1
2122455,Провал на месте старой раскопки,1
2122466,Нет связи с ПУ,7
2122466,Низкий уровень сигнала GSM,4
2122467,Задымление,1
2122467,Запах газа в кухне,1
2122468,"Засоры, засор на дворовой сети",1
2122468,"Колодцы, прочее",1
2131313,Провал,1
2131313,Провал грунта вокруг ковера,1
2131322,"Колодцы, хлопает крышка",2
2131322,Подтопление строений,2
2131330,"Подтопление, течь трубопровода на водомерном узле",1
2131340,Запах газа на улице,1
2131343,"Нарушение подачи воды, нет воды в здании",1
2131352,"Подтопление, повреждение водопровода во внутриквартальном коллекторе",1
2131358,"Колодцы, люк занижен",2
2131734,"Колодцы, люк занижен",2
2132251,Отсутствуют актуальные мгновенные значения,22
2132251,Отсутствуют актуальные суточные значения,17
2132252,Отсутствуют актуальные мгновенные значения,15
2132252,Отсутствуют актуальные суточные значения,12
2132309,Открыт колодец на газоне,2
2132339,"Колодцы, люк занижен",1
2132348,"Колодцы, люк занижен",1
2132360,Пожар; Задымление,1
2132386,Пожар,1
2132391,"Засоры, засор на дворовой сети",4
2132392,"Нарушение подачи воды, нет воды в здании",2
2132392,Засор на городской сети,1
2132403,"Засоры, засор на дворовой сети",2
2132410,Открыт колодец на газоне,2
2132410,Открыт колодец,1
2132411,Запах газа в квартире (помещении),2
2132411,Запах газа в кухне,2
2132412,Запах газа в квартире,1
2132417,Пожар,1
2132427,"Колодцы, разрушен асфальт вокруг колодца",2
2132439,Запах газа на улице,1
2132442,"Колодцы, люк занижен",1
2132457,"Колодцы, люк занижен",1
2132472,Пожар; Задымление,1
2132473,Пожар; Задымление,1
2132476,"Колодцы, люк занижен",1
2132476,Провал грунта вокруг ковера,1
2132507,Подтопление строений,1
2132526,"Утечка воды, прочее",1
2132527,"Утечка воды из колодца, поступает на проезжую часть",2
2132527,"Колодцы, прочее",1
2133392,"Подтопление, прочее",2
2133398,Отсутствуют актуальные суточные значения,37
2133398,Температура ГВС ниже нормы,11
2133401,Отсутствуют актуальные суточные значения,31
2133401,Отсутствуют актуальные мгновенные значения,14
2133406,Засор на городской сети,1
2133407,"Колодцы, люк занижен",1
2133407,Пожар; Задымление,1
2133413,"Утечка воды из земли, прочее",2
2133824,"Колодцы, люк занижен",1
2133828,"Колодцы, люк занижен",2
2133833,"Колодцы, люк занижен",2
2133838,"Колодцы, прочее",2
2133838,"Колодцы, разрушен асфальт вокруг колодца",2
2133971,Нет связи с ПУ,109
2133971,P1 <= 0,74
2133978,Погас Вечный огонь,1
2133980,Провал на проезжей части,2
2133980,"Утечка воды из земли, прочее",2
2134029,"Колодцы, прочее",1
2134051,"Колодцы, люк занижен",2
2134051,Открыт колодец на проезжей части,2
2134053,Отсутствуют актуальные мгновенные значения,8
2134053,Нет связи с УСПД,4
2134072,Пожар,1
2134082,Температура ГВС ниже нормы,28
2134082,Отклонение ГВС ниже нормы днем (мониторинг),20
2134083,Отклонение ГВС ниже нормы днем (мониторинг),24
2134083,Температура ГВС ниже нормы,20
2134369,Открыт колодец на газоне,2
2134370,"Колодцы, люк занижен",1
2134371,Открыт колодец на газоне,2
2134371,Открыт колодец,1
2134675,"Колодцы, люк занижен",8
2134675,Провал на проезжей части,2
2134676,Открыт колодец на газоне,4
2134676,Открыт колодец,2
2134681,"Засоры, засор на дворовой сети",2
2134681,"Колодцы, люк занижен",2
2134685,"Утечка воды, прочее",2
2134685,"Колодцы, люк занижен",1
2134700,"Колодцы, люк занижен",1
2134700,"Утечка воды из колодца, прочее",1
2135017,Отсутствуют актуальные мгновенные значения,12
2135017,Низкий уровень сигнала GSM,10
2135060,Отклонение ГВС ниже нормы днем (мониторинг),31
2135060,Отсутствуют актуальные суточные значения,28
2135082,Открыт колодец на газоне,2
2135083,"Колодцы, люк занижен",5
2135087,Провал,1
2135105,Подтопление строений,4
2135105,"Утечка воды из колодца, прочее",3
2135771,"Восстановление трубопровода, работа по графику",2
2135773,"Колодцы, люк занижен",1
2135774,Открыт колодец на газоне,2
2135982,Провал на проезжей части,2
2135982,Провал,1
2135991,"Засоры, засор на дворовой сети",1
2135997,"Утечка воды из колодца, поступает на проезжую часть",2
2136017,"Колодцы, люк занижен",1
